"forecast_date","target","target_end_date","location","type","quantile","value"
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.75,20887
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.75,20887
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.75,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.75,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.75,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.75,20888
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.75,20888
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.75,20888
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.75,20888
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.75,20888
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.75,20888
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.75,20888
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.75,20888
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.75,20888
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.75,20888
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.75,20888
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.8,15262.4
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.8,0
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.8,0
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.8,0
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.8,0
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.8,0
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.8,0
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.8,0
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.8,0
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.8,0
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.8,0
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.8,0
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.8,0
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.8,0
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.8,0
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.8,0
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.8,0
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.8,0
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.8,0
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.8,0
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.8,20887
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.8,20887
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.8,20887
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.8,20887
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.8,20887
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.8,20887
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.8,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.8,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.8,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.8,20888
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.8,20888
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.8,20888
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.8,20888
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.8,20888
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.8,20888
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.8,20888
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.8,20888
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.8,20888
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.8,20888.2
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.8,20888.2
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.85,15265.2
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.85,0
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.85,0
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.85,0
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.85,0
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.85,0
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.85,0.400000000000002
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.85,0
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.85,0
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.85,0
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.85,0
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.85,0
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.85,0
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.85,0
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.85,0
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.85,0
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.85,0
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.85,0
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.85,0.400000000000002
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.85,0
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.85,20887
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.85,20887
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.85,20887
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.85,20887
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.85,20887.4
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.85,20887.4
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.85,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.85,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.85,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.85,20888
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.85,20888
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.85,20888
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.85,20888
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.85,20888
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.85,20888
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.85,20888
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.85,20888
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.85,20888.4
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.85,20889
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.85,20889
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.9,15267
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.9,0
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.9,0
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.9,0
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.9,0
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.9,0
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.9,1
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.9,0
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.9,0
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.9,0
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.9,0
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.9,0.600000000000001
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.9,0
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.9,0
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.9,0
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.9,0
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.9,0
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.9,0.600000000000001
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.9,1
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.9,0
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.9,20887
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.9,20887
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.9,20887
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.9,20887
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.9,20888
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.9,20888
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.9,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.9,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.9,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.9,20888
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.9,20888
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.9,20888
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.9,20888
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.9,20888
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.9,20888.6
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.9,20888.6
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.9,20888.6
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.9,20889
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.9,20889.6
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.9,20889.6
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.95,15271.8
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.95,0
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.95,0
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.95,0
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.95,0.799999999999997
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.95,0
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.95,1
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.95,0
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.95,0
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.95,0.799999999999997
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.95,0
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.95,1
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.95,0.799999999999997
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.95,0.799999999999997
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.95,0.799999999999997
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.95,1.59999999999999
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.95,0.799999999999997
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.95,1
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.95,1
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.95,0.799999999999997
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.95,20887
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.95,20887
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.95,20887.8
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.95,20887.8
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.95,20888
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.95,20888
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.95,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.95,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.95,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.95,20888
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.95,20888
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.95,20888.8
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.95,20888.8
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.95,20889.6
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.95,20889.8
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.95,20891.4
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.95,20892.2
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.95,20893
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.95,20894
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.95,20894.8
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.975,15820.6
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.975,0.399999999999999
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.975,0.399999999999999
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.975,0
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.975,1
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.975,0
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.975,1
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.975,0.399999999999999
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.975,0
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.975,1
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.975,0.399999999999999
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.975,1
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.975,1
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.975,1
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.975,1.4
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.975,2
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.975,1.4
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.975,2.2
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.975,1.8
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.975,2.59999999999999
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.975,20887
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.975,20887.4
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.975,20888
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.975,20888
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.975,20888
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.975,20888
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.975,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.975,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.975,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.975,20888.4
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.975,20888.4
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.975,20889.4
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.975,20889.8
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.975,20890.8
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.975,20891.6
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.975,20893.6
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.975,20895
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.975,20897.2
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.975,20899
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.975,20901.6
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.99,16313.44
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.99,0.759999999999998
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.99,0.759999999999998
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.99,0
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.99,1
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.99,0
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.99,1
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.99,0.759999999999998
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.99,0
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.99,1
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.99,0.759999999999998
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.99,1
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.99,1
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.99,1
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.99,1.76
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.99,2
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.99,1.76
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.99,3.27999999999999
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.99,2.52
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.99,4.03999999999999
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.99,20887
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.99,20887.76
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.99,20888
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.99,20888
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.99,20888
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.99,20888
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.99,20888
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.99,20888
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.99,20888
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.99,20888.76
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.99,20888.76
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.99,20889.76
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.99,20890.52
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.99,20891.52
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.99,20893.04
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.99,20895.04
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.99,20896.8
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.99,20900.08
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.99,20902.6
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.99,20906.64
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.01,3013.36
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.01,90.04
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.01,96.88
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.01,103
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.01,108.6
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.01,111.72
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.01,113.88
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.01,112.36
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.01,110.36
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.01,107.16
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.01,102.72
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.01,96.52
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.01,90.12
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.01,83.24
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.01,72.72
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.01,64.16
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.01,57
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.01,45.68
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.01,35.92
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.01,29.72
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.01,8440.16
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.01,8530.44
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.01,8627.32
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.01,8730.32
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.01,8838.92
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.01,8950.64
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.01,9064.52
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.01,9178.32
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.01,9291.08
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.01,9401.6
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.01,9507.92
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.01,9608.04
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.01,9698.16
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.01,9782.36
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.01,9859.64
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.01,9931
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.01,9995.92
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.01,10055.92
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.01,10109.72
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.01,10158.56
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.025,3018.4
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.025,97.6
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.025,110.2
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.025,121
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.025,132
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.025,139.8
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.025,145.2
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.025,144.4
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.025,142.4
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.025,137.4
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.025,130.8
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.025,122.8
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.025,112.8
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.025,101.6
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.025,82.8
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.025,67.4
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.025,57
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.025,48.2
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.025,38.8
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.025,30.8
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.025,8443.4
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.025,8541.6
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.025,8651.8
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.025,8772.8
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.025,8904.8
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.025,9044.6
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.025,9189.8
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.025,9337.8
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.025,9486.2
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.025,9632
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.025,9771.8
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.025,9903.6
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.025,10016.4
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.025,10120.4
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.025,10214.6
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.025,10300
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.025,10376.8
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.025,10445.8
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.025,10506.8
